date,variant_00,variant_01,variant_02,variant_03,variant_04,variant_05,variant_06,variant_07,variant_08,variant_09,variant_10,variant_11,variant_12,variant_13,variant_14,variant_15,variant_16,variant_17,variant_18,variant_19
2022-06-15,-0.002671,0.002978,-0.010839,-0.014272,0.000254,-0.001476,0.006623,0.005255,-0.009758,0.004747,0.000506,-0.006206,0.005124,0.002245,-0.000196,-0.00838,-0.003678,0.01612,-0.003323,-0.008723
2022-06-16,-0.003699,-0.001172,0.015528,-0.011811,-0.005922,0.012917,0.005192,-0.005274,-0.014485,-0.007932,0.013308,0.014474,-0.003437,0.007553,0.001088,0.008042,-0.0046,0.005099,-0.002649,0.00172
2022-06-17,-0.002199,0.009883,0.018117,-0.011885,0.005826,0.0021,-0.00742,0.013082,-0.013819,-0.014785,0.006543,-0.008179,-0.003936,0.008027,-0.001686,-0.014481,-0.006361,-0.000754,-0.019072,-0.010827
2022-06-20,0.010538,-0.000525,0.013371,0.001625,0.004606,-0.019674,0.004213,-0.007335,-0.008585,0.011623,0.012745,0.002234,0.000903,0.009811,-0.007532,0.022075,-0.010175,-0.000962,-0.010302,-0.001238
2022-06-21,0.021438,0.006239,0.005779,0.017037,-0.011885,0.001528,-0.007454,-0.022093,0.009657,0.021987,0.005194,-0.012752,0.014398,-0.008792,0.008041,0.006642,-0.000431,0.010617,0.000181,0.005093
2022-06-22,0.021949,-0.010052,-0.003717,-0.006448,-0.00099,-0.004178,0.014626,-0.009639,0.007758,0.007168,0.00591,-0.008593,0.008186,-0.001335,0.012199,0.006353,0.007734,-0.003565,0.002038,0.011225
2022-06-23,0.00016,-0.010417,0.032321,-0.009313,-0.000444,-0.011243,-0.018648,-0.008234,0.006327,0.01511,0.019431,0.005769,0.017281,-0.013955,-0.007781,0.01854,0.008933,-0.003386,-0.0046,0.00554
2022-06-24,0.007355,0.01533,0.000511,0.004982,0.00038,0.009392,0.008736,-0.004942,0.009638,-0.019106,0.001789,-0.004701,-0.015194,-0.009519,-0.01032,-0.003488,0.002208,-0.006201,0.003793,0.011664
2022-06-27,-0.00754,-0.011215,0.021385,0.001335,-0.004513,-0.005535,0.003339,0.015975,0.010066,0.004458,-0.000948,-0.007574,-0.009534,0.005802,-0.002384,0.004393,0.010087,0.013486,-0.003623,-0.013549
2022-06-28,0.015542,-0.010842,0.000521,-0.001646,0.010087,0.009324,0.008694,-0.002439,-0.000113,0.007245,-0.004985,0.004115,0.002057,0.007085,-0.008345,-0.007813,0.00473,-0.010581,-0.002598,-0.007295
2022-06-29,-0.006699,-0.007973,0.003843,-5.4e-05,0.008623,0.001079,0.001974,0.018243,0.014011,-0.002493,0.000678,0.010695,-0.01744,-0.001832,-0.003505,-0.011836,-0.001111,-0.016892,0.024019,-0.000775
2022-06-30,8.1e-05,-0.014331,0.001752,0.019327,-0.002347,0.008975,0.010484,-0.026939,-0.00414,-0.002912,-0.007126,-0.014063,-0.007548,-0.016881,0.002946,0.00503,0.008413,-0.003076,-0.00843,0.012212
2022-07-01,-0.001814,0.003154,0.010329,-0.008921,0.001327,0.01025,0.001534,-0.001702,0.011074,-0.008168,-0.008934,0.002779,-0.009292,-0.000837,-0.005998,-0.003595,0.006948,0.004371,-0.003515,-0.002257
2022-07-04,-0.000206,0.000245,-0.00259,-0.003285,0.016155,-0.000963,0.001034,-0.01446,-0.006828,0.017484,0.018258,-0.002111,-0.014716,0.008947,-0.008318,0.01247,-0.001565,-0.00492,-0.002058,0.0097
2022-07-05,-0.003116,-0.010354,-0.01295,-0.001463,-0.003026,0.000598,-0.003691,-3.3e-05,-0.003772,0.011292,-0.002895,0.005127,0.001925,-0.007726,-0.01396,0.006034,-0.000385,0.014041,-0.003932,0.006509
2022-07-06,-0.009396,-0.003613,-0.006974,-0.00237,0.000286,-0.005382,-9.4e-05,0.006234,-0.011929,-0.000513,-0.006251,-0.006228,0.00596,0.00064,0.008006,-0.002342,0.000225,-0.00611,0.002971,-0.000644
2022-07-07,-0.003463,0.008537,-0.014937,-0.009917,-0.011425,9.2e-05,-0.001126,0.001912,-0.001123,0.000248,0.012783,-0.001459,-0.001187,-0.006545,0.018932,-0.009734,0.000475,-0.006293,-0.014913,-0.005787
2022-07-08,-0.011347,-0.007973,0.001499,0.007091,0.00207,0.009823,0.00463,-0.013691,0.005441,0.000317,0.008221,0.002696,-0.004301,-0.008203,-0.001018,0.005654,0.000661,0.004341,0.003819,-0.011018
2022-07-11,-0.005872,-0.017603,-0.003677,-0.010294,0.003286,0.008244,-0.005819,-0.00312,0.004726,-0.007178,0.006509,-0.023957,-0.006093,0.000977,-0.017235,0.012135,-0.00524,-0.001296,-0.001306,-0.000765
2022-07-12,-0.003684,-0.011975,0.003624,0.002431,-0.001965,-0.006726,-0.006673,-0.006317,-0.001145,0.000284,0.008597,0.016013,0.0258,-0.01487,0.004,0.013246,-0.002234,0.007113,-0.011469,0.004416
2022-07-13,-0.001778,0.017102,-0.008884,0.015631,0.004401,-0.007706,-0.008396,0.003162,0.01896,0.017524,-0.015545,0.001324,0.010113,0.001233,-0.002367,-0.005826,0.014033,-0.000149,0.013854,0.003012
2022-07-14,0.007602,-0.001036,0.001084,0.006556,0.016072,0.00172,0.0053,0.001772,0.003659,0.017631,0.000295,-0.00258,-0.005908,-0.007511,0.00035,-0.015562,0.005323,0.018702,0.003737,0.007114
2022-07-15,-0.001342,0.014058,0.0091,-0.004845,0.020307,-0.003646,0.001838,0.003577,0.014925,-0.006548,0.005724,-0.010604,-0.009876,-0.013323,0.0142,-0.001424,-0.006242,-0.011987,0.016739,-0.0125
2022-07-18,-0.000249,0.002721,0.006543,0.002056,0.016483,0.008219,0.01626,0.002513,0.012586,-0.006985,-0.012094,-0.001038,-0.000511,-0.003747,-0.010109,0.013679,0.011677,-0.005973,-0.006849,0.009912
2022-07-19,-0.00094,-0.007249,-0.005727,0.001668,0.005023,0.01791,-0.010409,0.008371,0.009058,0.002419,-0.001469,0.004347,-0.003342,-5.4e-05,-0.003544,0.001779,-0.019399,0.002357,-0.009159,-0.003018
2022-07-20,-0.012215,-0.007717,0.01831,0.009138,-0.015955,-0.001387,0.017461,0.005883,-0.001855,0.009095,-0.000704,0.00753,-0.006697,-0.00058,-0.012878,-0.003369,0.007782,0.002601,-0.000253,-0.009599
2022-07-21,-0.005865,-0.007111,-0.005132,-0.01637,0.012866,0.009162,0.000168,0.003115,0.001112,-0.007591,-0.016801,-0.003603,-0.005993,-0.009067,0.019643,-0.006435,-0.003779,0.005473,-0.006267,-0.007667
2022-07-22,-0.011426,0.008349,-0.008241,-0.004627,-0.005744,-0.01233,-0.006607,-0.003899,0.002628,0.001068,0.017795,0.007117,0.00896,-0.002697,-0.004208,0.015883,-0.001431,-0.012962,-0.010672,0.001339
2022-07-25,-0.006963,-0.002963,-0.00146,-0.003566,-0.003972,0.026513,-0.010081,0.007966,0.001222,0.000744,-0.005293,-0.0007,0.002391,-0.010281,-0.004592,0.003444,0.011076,0.00975,-0.006637,0.006972
2022-07-26,0.009843,0.001788,-0.003117,0.018573,-0.01371,-0.002337,0.006047,0.006258,-0.004248,0.004261,-0.006686,-0.004732,0.00204,-0.00902,8.8e-05,-0.007843,0.010801,-0.004624,-0.007211,0.001093
2022-07-27,-0.004387,-0.016108,0.001601,-0.00907,-0.00241,0.017976,0.000562,-0.032966,-0.001283,-0.011648,-0.022206,0.002807,-0.002007,0.004173,0.003864,-0.001173,0.015725,0.002195,-0.019701,-0.023317
2022-07-28,0.000175,-0.008646,0.000193,-0.008608,-0.011605,-0.008921,0.009515,0.002296,-0.006846,0.003479,0.00102,-0.016745,-0.002317,0.005934,0.002374,0.002839,0.003306,0.0035,-0.013723,-0.002279
2022-07-29,-0.006774,-0.003954,-0.003028,-0.007014,-0.000316,0.00072,-0.010775,-0.014006,-0.013011,-0.022001,0.003022,-0.004604,0.001302,-0.006455,0.006406,-0.002972,-0.001376,0.003173,0.023871,-0.019305
2022-08-01,-0.008611,0.000626,-0.006898,0.003907,-0.007785,-0.006481,0.009429,0.005183,-0.006568,0.003045,0.000609,0.006907,-0.006122,-0.00809,0.005961,-0.003578,-0.007978,-0.012462,0.002967,-0.005713
2022-08-02,-0.000576,0.004102,0.014658,-0.00026,0.004782,0.003982,-0.010917,0.002061,0.002074,0.00516,0.000355,0.00579,0.002011,0.012596,0.015604,0.007272,-0.003442,-0.004682,0.017112,-0.003009
2022-08-03,-0.00868,0.000415,-0.00133,-0.001398,0.002017,0.005287,-0.00124,0.018255,0.00358,0.004755,0.011261,0.017753,0.01116,-0.006033,-0.004657,-0.001076,-0.015782,0.001447,-0.001866,-0.021987
2022-08-04,0.012257,0.001796,-0.001498,-0.007808,-0.016867,-0.004803,0.01723,-0.003118,-0.007118,0.000406,-0.004579,-0.004266,0.017067,-0.01209,-0.017453,0.012626,0.01618,0.007076,-0.016637,0.004757
2022-08-05,0.003335,-0.015053,-0.005138,-0.017853,0.009651,0.007223,0.014615,0.004374,0.002802,0.002226,0.004988,-0.013386,-0.013314,-0.02267,-0.003993,0.001299,-0.000322,0.012341,0.005968,0.002127
2022-08-08,-0.00221,0.011084,-0.004335,-0.003571,0.009724,0.016989,0.018895,-0.000383,-0.001443,0.028965,-0.000943,0.007664,0.009914,0.014051,0.001132,0.003905,0.020066,0.00869,-0.01415,-0.007506
2022-08-09,0.008224,0.005527,-0.005901,-0.00168,-0.003892,0.010987,-0.001543,-0.003968,-0.004487,-0.037851,0.003438,0.010448,0.006287,0.00428,-0.000154,-0.008282,0.004794,-0.012806,0.011913,0.004397
2022-08-10,0.001238,-0.004058,0.003082,-0.021597,0.01262,-0.017079,0.007134,0.005142,0.01221,-0.004462,0.006301,-0.015368,-0.010546,0.009903,-0.000512,-0.014752,0.008601,-0.013252,0.018344,-0.009175
2022-08-11,0.009456,-0.002377,-0.017447,-0.000126,-0.004191,-0.002315,0.017641,0.004035,0.008575,-0.008433,0.003672,-0.000865,0.010591,0.013864,0.007139,-0.019819,-0.009565,-0.023046,-0.007619,-0.010251
2022-08-12,0.000933,0.001682,1.2e-05,0.012585,-0.005489,0.0092,0.005093,0.007131,0.024428,0.011419,0.02342,-0.008336,0.000702,0.013706,0.001678,0.005307,-0.00667,0.004774,0.02052,0.003167
2022-08-15,0.005244,-0.039681,0.015164,0.02286,0.014682,-0.002822,0.022382,-0.002136,0.000696,-0.005403,0.000885,0.007287,0.011048,0.008979,0.026779,-0.010881,-0.011822,0.000694,-0.007633,-0.007626
2022-08-16,-0.016721,-0.008758,-0.000562,0.003529,-0.000291,0.01228,0.008411,0.004244,-0.002688,0.007515,0.014944,0.004513,0.007333,0.005532,0.00257,0.012743,0.003759,-0.003974,-0.018854,0.000271
2022-08-17,0.016413,-0.018407,-0.010225,0.008237,-0.005469,-0.012738,0.018157,-4.3e-05,0.008527,-0.014397,-0.011587,0.015722,0.002491,7.4e-05,-0.025219,0.015248,0.01426,0.006702,-0.010046,0.004747
2022-08-18,9.9e-05,-0.011566,0.001435,-0.016014,0.014003,0.008723,0.005765,-0.011746,0.001234,-0.007236,0.004498,0.000157,-0.003846,0.008523,-0.003218,0.011456,-0.003628,-0.005616,0.012608,0.003294
2022-08-19,0.014746,-0.010177,-0.024211,0.004034,0.00205,-0.016053,0.007325,0.005799,0.011943,-0.004741,0.004253,-0.011238,0.011718,-0.001276,0.008293,0.003714,0.002448,0.011815,-0.011481,0.008198
2022-08-22,0.010139,0.00396,-0.008588,0.004569,0.00165,-0.022334,-0.006815,-0.011123,0.010035,-0.008215,0.007328,0.005475,0.000484,-0.003834,0.012251,-5.4e-05,0.012658,0.002122,-0.001846,-0.00847
2022-08-23,0.017851,0.0044,-0.013991,0.011668,7e-05,-0.003422,0.003453,-0.003534,-0.009714,0.001399,0.008424,-0.00715,-0.003591,0.001676,0.012042,0.003835,0.011219,-0.002311,0.001495,-0.000603
2022-08-24,-0.006906,0.001442,-0.003238,0.003884,0.003558,0.016668,-0.008992,-0.000592,-0.018079,-0.00563,-0.003233,-0.007355,0.005919,0.007645,0.007454,0.012196,-0.006684,-0.006495,0.003614,0.011712
2022-08-25,-0.008603,0.025762,-0.014453,0.003345,0.008222,-0.003213,0.011336,0.007606,0.010373,0.002236,-0.000761,0.00234,0.0032,-0.003266,-0.007719,0.007046,0.015944,-0.004538,0.013,0.000221
2022-08-26,0.009961,-0.014634,0.007054,0.003626,0.010606,-0.019086,-0.010143,0.002034,0.012377,-0.00744,-0.008766,5e-05,-0.011047,-0.015959,-0.001495,0.003272,0.008405,0.005822,0.015196,-4.3e-05
2022-08-29,-0.010903,-0.013315,-0.020743,0.00814,-0.001337,-0.020213,0.004294,0.004201,-0.008786,0.014446,-0.004787,0.009074,-0.001089,0.007511,0.004499,-0.005548,-0.0074,0.016079,-0.011344,-0.003549
2022-08-30,-0.006911,-0.003726,-0.002969,0.000172,0.016187,0.00954,-0.011593,0.013136,0.018373,-0.006348,0.008161,0.004912,-0.007347,0.004439,-0.001588,-0.001291,0.009928,-0.018755,0.008772,-0.011283
2022-08-31,0.006287,-0.01986,0.002546,0.001642,-0.006025,-0.005928,0.003155,-0.003672,0.016594,-0.007004,-0.003922,-0.005561,-0.002602,0.008729,0.013831,0.000707,0.00094,0.012137,-0.003242,0.002425
2022-09-01,0.011603,-0.003207,0.001013,0.00279,0.005518,0.013715,0.003187,-0.002549,-0.013049,0.009772,0.004669,-0.000259,0.000124,0.011608,0.013529,0.005762,0.012254,-0.011138,-0.008358,0.009657
2022-09-02,-0.007481,-0.022155,-0.001028,-0.005303,-0.0036,0.025486,-0.013966,-0.000345,-0.00768,0.006789,0.015872,0.005465,-0.010838,-0.005529,0.010692,0.013389,0.002069,0.016452,-0.003207,0.002963
2022-09-05,-0.004928,-0.004723,0.002928,0.006269,0.002257,0.011467,-0.000918,-0.004236,-0.001314,-0.016739,0.008,-0.000496,0.002923,0.010078,-0.004839,0.020538,0.006703,0.009897,-0.006751,0.00115
2022-09-06,-0.022217,-0.006322,-0.022182,0.012605,-0.004732,0.001788,0.001276,0.003632,-0.008296,0.008452,0.007308,0.015269,-0.007922,0.010122,0.014886,-0.003886,0.015609,-0.020466,0.002922,-0.006405
2022-09-07,-0.015315,-0.001612,0.016554,0.006115,0.003365,-0.009374,-0.004864,-0.005226,-0.005397,-0.000857,-0.006444,0.001415,-0.0202,0.001102,-0.017808,0.010475,0.00675,-0.018541,0.008392,0.010325
2022-09-08,-0.001846,-0.003979,0.013286,0.006546,-0.020028,0.01526,-0.010473,0.022112,-0.002113,0.009598,0.002521,0.005355,-0.002832,-0.0056,-0.004094,0.008163,0.014109,-0.017442,8.9e-05,0.001181
2022-09-09,0.01073,-0.011274,0.002411,0.000701,0.00576,0.005807,-0.008246,0.02202,-0.00285,0.006387,0.00234,-0.006714,-0.002043,0.006675,0.004798,0.026088,0.0043,0.000717,0.008339,-0.017899
2022-09-12,0.002641,-0.018468,-0.004566,-0.005012,-0.010227,-0.001998,0.004884,-0.008936,-0.003393,-0.001071,-0.016702,0.014798,-0.005532,-9.4e-05,-0.008947,-0.011288,0.001271,0.003466,-0.003584,-0.011325
2022-09-13,0.009216,0.000683,0.020138,-0.014763,0.005346,-0.003027,0.005448,-0.000729,-0.011461,2e-06,0.000871,0.014705,-0.003903,-0.005535,-0.00053,-0.014062,-0.00392,-0.002052,0.000789,-0.008957
2022-09-14,-0.015211,0.002693,-0.008268,-0.020107,-0.001434,-0.006672,-0.005913,0.009729,-0.006946,0.007353,0.00451,-0.002172,-0.008324,0.014091,-0.002157,0.004367,-0.017024,-0.00291,0.001885,-0.012127
2022-09-15,-0.000455,-0.011151,0.01734,-0.001146,-0.008796,-0.009442,-0.014931,-0.011747,-0.010151,-0.002481,0.016762,0.0003,0.007692,-0.005098,-0.011607,-0.004024,0.012716,0.003948,-0.006423,0.002636
2022-09-16,0.00284,0.00936,-0.010453,0.01257,-0.011061,0.00469,0.012891,-0.000437,0.018228,0.012183,-0.008984,-0.017826,-0.010879,-0.012714,0.004714,0.000412,0.006079,-0.006162,0.00981,0.020787
2022-09-19,0.003881,-0.016128,0.003804,0.009372,0.013502,-0.004666,-0.008439,-0.00015,0.000574,0.012836,-0.004574,0.003043,-0.000371,0.012621,9.4e-05,0.004873,-0.002588,0.002127,0.007495,-0.01989
2022-09-20,-0.001883,-0.007366,-0.008483,0.001557,0.001453,0.008256,0.016112,-0.009335,-0.003272,0.005227,0.001096,0.016182,-0.008197,0.004985,-0.009425,0.009764,0.012092,0.001433,0.001783,-0.020478
2022-09-21,-0.007216,-0.005211,-0.031757,-0.005532,-0.001444,0.008333,-0.01326,0.008386,0.000169,0.013906,0.014411,0.016084,0.004731,-0.003415,0.01257,-0.00103,-0.003124,-0.004425,2e-06,0.005646
2022-09-22,0.010687,-0.004098,0.007072,-0.016835,-0.00295,0.011132,-0.003049,-0.004955,-0.006702,-0.0063,-0.010222,-0.020512,-0.004292,-0.008553,-0.017303,0.003677,-0.009594,0.01719,-0.01924,0.001161
2022-09-23,0.015286,0.010124,-0.018081,0.002182,0.002917,0.007222,-0.00124,0.003965,0.015116,-0.003342,0.006921,-0.014823,-0.004541,-0.005274,0.016089,0.018197,-0.011285,0.001642,-0.003298,0.004231
2022-09-26,-0.006707,0.002222,0.00024,0.008664,-0.017982,0.012457,-0.004116,-0.013116,0.005566,-0.004234,0.016726,-0.010594,-0.001294,0.009603,-0.005002,-0.006037,0.017869,0.000427,-0.001095,-0.005837
2022-09-27,-0.005716,-0.003955,-0.002263,-0.003634,-0.006703,0.009912,-0.014016,-0.022519,0.003106,8e-06,-0.010929,-0.013421,0.007401,0.006698,-0.006428,-0.001303,0.003761,-0.012368,0.001924,0.011375
2022-09-28,0.002761,0.00736,0.010179,0.002372,-0.004704,0.003366,0.004149,-0.004175,-0.000511,-0.006613,0.011067,-0.010369,-0.006757,-0.005512,0.007496,0.013848,-0.007385,0.000304,0.01098,-0.006071
2022-09-29,-0.013397,-0.000282,-0.005646,0.009334,0.005906,0.014621,-0.001743,-0.013341,-0.000317,0.011004,-0.017461,0.00038,0.016827,-0.009826,0.008716,-0.016424,0.003292,0.003591,0.0004,0.006365
2022-09-30,0.002276,0.011969,-0.004917,0.012611,-0.016972,0.022703,0.011112,0.012801,0.002212,-0.002284,-0.002994,0.014903,0.009681,0.006772,-0.010226,0.002382,0.001645,-0.000792,-0.00439,-0.012405
2022-10-03,0.028646,0.005657,0.014728,-0.018996,0.025775,-0.013967,0.005729,-0.000104,0.007842,0.002115,0.012207,-0.010932,-0.000681,0.001594,-0.016279,-0.017361,-0.007928,0.008209,0.001858,0.019612
2022-10-04,0.020765,-0.006234,0.002241,-0.006967,0.003229,-0.002433,-0.013784,-0.007372,0.00655,-0.004122,-0.010618,0.017555,0.020129,-0.001937,0.011497,0.010993,0.004166,-0.017405,-0.000672,0.007943
2022-10-05,-0.0013,0.017363,-5.7e-05,0.000727,-0.007448,-0.000538,0.001988,0.00048,0.008141,0.0166,0.013485,0.014881,0.000559,-0.01898,-0.011168,-0.00737,0.001336,-0.014081,0.006018,-0.002032
2022-10-06,0.007311,0.015827,-0.01055,0.004745,-0.014364,-0.003009,0.003201,-0.000492,-0.012556,0.002793,0.000741,-0.006175,0.001667,0.007205,0.018324,-0.001252,0.003146,-0.020231,-0.000249,0.000341
2022-10-07,0.011121,-4.5e-05,0.00911,-0.011717,0.009789,0.01841,0.00013,-0.004923,0.01312,0.000783,0.015686,0.013831,-0.002204,0.008042,-0.006773,-0.02518,-0.007414,-0.00775,-0.012353,-0.020977
2022-10-10,0.000913,0.008569,0.012711,-0.000413,-0.011418,0.009112,-0.000888,-0.005486,0.001942,0.004138,-0.007253,0.000386,-0.009946,-0.00433,-0.01285,0.005562,0.009938,0.003452,0.010488,-0.013308
2022-10-11,0.012065,-0.004192,0.007146,0.000896,0.003692,0.005923,0.007494,0.013099,-0.013266,-0.001299,-0.013539,-0.003969,0.002332,0.004844,0.017936,0.002533,0.001508,-0.002518,-0.008933,-0.008669
2022-10-12,0.008626,0.008417,0.007566,0.01002,0.002151,0.003533,-0.018334,0.006025,0.00591,-0.002174,0.005309,0.007771,0.005355,-0.003725,-0.015695,-0.005003,-0.00576,0.002712,-0.011762,-0.018767
2022-10-13,-0.00592,-0.010136,0.00881,-0.013996,0.005107,-0.011093,0.006094,0.010727,0.005299,-0.000522,-0.005091,-0.002211,0.004789,0.00722,7e-06,0.016519,-0.015517,-0.014111,-0.016255,-0.01703
2022-10-14,0.002464,-0.002592,-0.005906,-0.016331,0.003576,-0.001823,-0.002406,-0.004077,-0.004221,0.015467,0.009565,0.018246,0.010463,-0.0057,0.01323,0.014597,0.008454,0.00742,0.010914,0.012585
2022-10-17,-0.004915,0.014728,0.008425,0.002589,-0.00064,-0.014071,0.006501,-0.005115,0.001404,-0.013066,0.002203,-0.004504,-0.026692,-0.002585,-0.001285,0.008097,0.004633,0.006316,-0.003158,-0.008776
2022-10-18,-0.001366,0.012845,0.004255,-0.001013,-0.004163,0.012069,0.017134,0.010434,-0.005832,-0.007265,-0.006925,0.008031,0.007602,-0.000273,-0.009779,-0.010062,-0.005939,0.00784,-0.001852,0.001274
2022-10-19,0.01577,-0.005467,0.018321,0.013211,0.002449,0.021333,-0.018006,0.002029,0.00344,0.004857,0.000955,-0.007568,0.014397,0.005962,0.016649,0.007005,-0.003211,-0.023546,0.000406,0.003159
2022-10-20,-0.009779,0.002774,-0.007252,0.004035,-0.007052,0.015313,0.00071,0.008443,-0.005712,-0.002933,0.007729,-0.005438,-0.000802,-0.006095,-0.015018,0.003668,0.007708,-0.003706,0.020934,0.003489
2022-10-21,0.000277,-0.014741,-0.010212,0.00501,0.007263,0.003659,-0.011072,-0.020627,-0.00256,0.015911,0.006204,0.00343,0.007816,0.000801,-0.01876,0.005795,-0.001259,-0.022623,0.00799,-0.023681
2022-10-24,0.004103,-0.003853,-0.005281,-0.005816,0.002959,0.005728,0.018674,0.010082,0.012956,-0.01123,-0.003063,-0.000105,-0.004133,-0.002306,0.014794,0.008512,0.01307,0.003812,-0.004917,0.002821
2022-10-25,0.008802,-3.6e-05,0.020369,0.015601,0.003501,0.003253,0.013482,0.00963,0.012474,-0.017181,-0.022198,-0.000602,-0.000671,-0.015164,0.011315,-0.001846,-0.000525,-0.006921,-0.009358,0.006759
2022-10-26,0.000175,-0.001315,-0.003974,0.006044,0.00614,-0.012893,0.001273,-0.01894,0.004484,0.004308,0.002577,-0.016695,-0.023793,-0.008888,-0.001919,-0.012359,-0.013089,0.004269,-0.01924,0.019383
2022-10-27,0.00961,0.008333,0.006855,-0.003516,0.001292,0.000319,0.021123,0.001983,0.001419,-0.005459,0.005216,0.009271,-0.012365,0.01505,-0.007475,-0.00401,-0.00455,0.004205,0.015259,-0.000966
2022-10-28,0.001479,0.008102,0.02574,0.023188,0.005931,-0.013955,-0.013406,0.001837,-0.023927,0.004772,-0.007288,0.005588,0.002507,0.006409,-0.009742,0.011499,-0.014009,-0.010061,-0.003543,0.020535
2022-10-31,-0.008645,-0.00847,0.040579,-0.023588,-0.019188,0.001729,-0.002292,0.015041,-0.003089,0.006511,0.007101,-0.002292,-0.00746,0.012224,0.0035,-0.004444,0.004974,0.014552,-0.00594,0.023233
2022-11-01,0.020249,0.004386,0.007325,-0.005262,0.00234,0.002969,0.01619,0.001947,-0.006365,0.004239,-0.003506,-0.004576,0.014677,0.014535,0.009464,-0.003181,-0.013676,-0.017789,-0.005093,-0.003436
2022-11-02,-0.008028,-0.012551,0.000254,0.012259,-0.016279,-0.001987,0.005398,0.01868,0.011208,0.001513,-0.00821,0.002053,0.017181,-0.025692,-0.002538,0.012535,0.002446,0.004755,0.004705,-0.008673
2022-11-03,0.008531,-0.000744,0.003278,-0.00875,0.007751,-0.008569,0.0001,0.005992,-0.001136,0.01095,-0.001902,-0.000336,-0.017483,-0.013705,-0.001094,-0.004323,0.004472,0.004038,0.013947,0.005185
2022-11-04,0.007845,0.005191,0.003114,-0.007712,-0.003283,-0.005388,-0.018837,-0.010202,0.006887,0.004708,-0.002812,-0.001658,-0.009122,0.004423,0.001649,0.002684,0.001966,0.005413,-0.010566,-0.008186
2022-11-07,0.003271,0.013529,-0.014263,0.002737,0.001324,0.002562,0.007184,-0.00189,-0.00631,-0.000199,0.010188,-0.001588,-0.000762,0.011621,-0.002132,-0.004714,-0.004412,0.009431,-0.005178,-0.00408
2022-11-08,-0.019107,0.011995,0.003129,0.012431,0.005827,-0.017407,-0.015521,0.000497,0.010267,0.017004,-0.005755,0.011932,-0.003992,0.003749,-0.00512,-0.010549,0.0034,0.002928,-0.012363,0.00278
2022-11-09,0.017493,0.016249,-0.013998,-0.016251,0.015331,-0.005119,-0.004393,-0.016516,0.019247,0.002234,-0.015622,0.011592,-0.00234,-0.011888,-0.000241,-0.018056,0.000978,0.008924,0.006877,0.006348
2022-11-10,0.003503,0.003758,-0.004091,0.000557,0.003644,-0.005178,-0.013387,0.005372,0.001213,0.00133,-0.006693,-0.013408,0.008606,-0.024358,0.001327,-0.010579,-0.004787,-0.016012,-0.000742,8.3e-05
2022-11-11,0.018053,-0.019489,-0.006436,-0.004757,-0.001354,-0.012607,0.004626,0.014461,-0.00482,-0.005452,0.016816,-0.009457,0.004887,-0.007868,0.007561,0.001683,0.022496,-0.013696,-0.008791,-0.018726
2022-11-14,-0.016335,-0.007199,0.000822,0.004692,0.002733,-0.002144,-0.001668,-0.00314,-0.00367,-0.012106,0.002553,-0.002308,0.006196,-0.012391,-0.002111,-0.009436,-0.012587,-0.015273,0.010456,0.000448
2022-11-15,-0.018245,-0.007174,-0.008953,0.004239,-0.005903,-0.004301,-0.000911,0.01891,-0.001459,0.003015,0.012456,-0.001084,-0.001043,-0.016889,-0.010241,0.037264,-0.007534,-0.008607,-0.010613,0.012689
2022-11-16,-0.00437,-0.000119,-0.005284,0.003545,0.004222,0.006975,-0.013953,0.011495,0.025341,-0.01283,-0.006383,0.011815,0.001444,0.008064,0.013895,-0.013736,4.6e-05,0.009374,0.002856,-0.002213
2022-11-17,0.004166,0.012236,0.008001,0.016728,0.007931,-0.002925,-0.011079,0.013722,0.00645,-0.001398,-0.006681,0.000855,-0.007884,-0.004697,0.007903,-0.008243,-0.005163,0.013159,-0.000256,0.016881
2022-11-18,0.000225,-0.008242,0.007567,0.000884,0.003772,0.011093,0.013102,0.024009,0.012787,-0.01005,-0.009986,0.009242,-0.010238,-0.012992,-0.005089,-0.004589,0.00258,0.00107,-0.013127,0.008051
2022-11-21,-0.017885,0.007707,-0.010088,0.004726,-0.012802,0.000143,-0.029381,-0.002113,0.000395,-0.003542,0.022352,0.000434,-0.007687,0.005853,0.014795,-0.007055,-0.015603,0.004107,-0.001195,0.002727
2022-11-22,0.00376,-0.008306,-0.018684,0.020045,-0.011456,-0.002418,0.00544,-0.008942,-0.001193,0.004758,-0.016302,0.004753,-0.006765,0.007813,-0.010481,-0.010199,0.003029,-0.000914,0.011385,-0.01682
2022-11-23,0.00821,0.005787,-0.006381,-0.006533,0.005607,0.000568,0.009571,-0.011883,0.01664,-0.005223,0.006341,0.012591,-0.003068,-0.001818,-0.013907,0.007714,0.004999,-0.009637,0.005225,0.015903
2022-11-24,0.016042,0.006934,0.004388,-0.009029,-0.006881,0.009682,0.008156,0.008548,0.002158,-0.014482,-0.004791,-0.006022,0.004276,0.000434,-0.000624,0.01274,0.019668,0.009129,-0.005007,0.003336
2022-11-25,0.008068,-0.022106,0.00018,-0.008087,-0.01569,0.005054,-0.00384,0.02725,-0.002017,0.020513,0.022607,-0.00899,-0.005256,0.006615,0.004285,-0.015706,0.002501,0.002529,0.016882,0.001264
